"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Item Age Analysis 
 Stock Class : Balance Sheet , Location : URBANPETS SERVICES PRIVATE LIMITED ; 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item name,BRANDS,DEPARTMENT,CATEGORY,Item code,Trans. Type,Trans. No,Purchase date,Trans. Date,Packed price,Selling,MRP,Landing cost,Net cost,Batch stock,Received Qty,Stock value on landing cost,Batch no,Old Batch No,Stock value on selling,Expiry date,Old Expiry Date,MFR Date,Old MFR Date,Stock age(Based on purchase date),Stock age(Based on transaction date),Branch,Alias Name,Brand code,Brand name,Supplier Name,Branch Area,Branch Circle,Branch State,City
Earthbath Ultra Mild Puppy Grooming Wipes 30 Ct,,,,,,,,,,,,,480.38,2,,"1,133.70",,,"1,798.00",,,,,,,,,,,,,,,
,Earthbath,Hygiene,Towels & Wipes ,9747,PURCHASE,3444,2026-01-30,2026-01-30,480.38,899.00,899.00,566.85,480.38,2,2,"1,133.70",E9747-9528,E9747-9528,"1,798.00",2029-06-30,2029-06-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,69,Earthbath,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Earthbath Ultra Mild Puppy Shampoo 16oz,,,,,,,,,,,,,"1,050.83",2,,"2,206.75",,,"3,500.00",,,,,,,,,,,,,,,
,Earthbath,Grooming,Shampoo & Conditioner ,7980,PURCHASE,3440,2026-01-30,2026-01-30,"1,050.83","1,750.00","1,750.00","1,103.37","1,050.83",2,4,"2,206.75",E7980-9423,E7980-9423,"3,500.00",2030-07-17,2030-07-17,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,69,Earthbath,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Easotic 10 ML,,,,,,,,,,,,,488.37,15,,"7,691.82",,,"11,250.00",,,,,,,,,,,,,,,
,Virbac,Medicine & Supplements ,Medicine ,2962,PURCHASE,3947,2026-05-26,2026-05-26,514.29,750.00,750.00,512.79,488.37,15,36,"7,691.82",E2962-5427,E2962-5427,"11,250.00",2027-04-30,2027-04-30,,,108,108,URBANPETS SERVICES PRIVATE LIMITED,,236,Virbac,VIRBAC ANIMAL HEALTH INDIA PRIVATE LIMITED,,,Gujarat,Ahmedabad
Ektek Hemp-O-TEK 60ml,,,,,,,,,,,,,241.07,20,,"5,062.37",,,"8,437.60",,,,,,,,,,,,,,,
,EktekPharma,Medicine & Supplements ,Supplements ,11350,PURCHASE,4413,2026-09-01,2026-09-01,321.42,421.88,421.88,253.12,241.07,20,20,"5,062.37",E11350-840,E11350-840,"8,437.60",2027-12-31,2027-12-31,,,10,10,URBANPETS SERVICES PRIVATE LIMITED,,307,EktekPharma,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
Emeset 2 ml Injection,,,,,,,,,,,,,6.25,100,,656.25,,,"1,325.00",,,,,,,,,,,,,,,
,Hygiene,Medicine & Supplements ,Medicine ,2889,PURCHASE,3426,2026-01-30,2026-01-30,6.25,13.25,13.25,6.56,6.25,100,140,656.25,E2889-9044,E2889-9044,"1,325.00",2027-06-30,2027-06-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,102,Hygiene,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Enavant TUMK9 Capsules,,,,,,,,,,,,,892.16,29,,"27,166.27",,,"57,420.00",,,,,,,,,,,,,,,
,Enavant,Medicine & Supplements ,Medicine ,11475,PURCHASE,3449,2026-01-30,2026-01-30,892.16,"1,980.00","1,980.00",936.77,892.16,29,37,"27,166.27",E11475-9654,E11475-9654,"57,420.00",2026-10-30,2026-10-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,330,ENAVANT,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Entero Cronic Sachet,,,,,,,,,,,,,112.77,484,,"21,032.51",,,"33,880.00",,,,,,,,,,,,,,,
,Hygiene,Medicine & Supplements ,Medicine ,2921,PURCHASE,3426,2026-01-30,2026-01-30,36.38,70.00,70.00,42.93,36.38,1,537,42.93,E2921-9060,E2921-9060,70.00,2029-06-30,2029-06-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,102,Hygiene,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Hygiene,Medicine & Supplements ,Medicine ,2921,PURCHASE,4053,2026-06-18,2026-06-18,40.83,70.00,70.00,42.92,36.38,423,660,"18,156.64",E2921-6762,E2921-6762,"29,610.00",2029-07-31,2029-07-31,,,85,85,URBANPETS SERVICES PRIVATE LIMITED,,102,Hygiene,Vivaldis Health and food pvt Ltd,,,Gujarat,Ahmedabad
,Hygiene,Medicine & Supplements ,Medicine ,2921,PURCHASE,4092,2026-06-22,2026-06-22,40.83,70.00,70.00,47.22,40.01,60,60,"2,832.94",E2921-7215,E2921-7215,"4,200.00",2029-07-31,2029-07-31,,,81,81,URBANPETS SERVICES PRIVATE LIMITED,,102,Hygiene,Vivaldis Health and food pvt Ltd,,,Gujarat,Ahmedabad
Envurol 5Ltre,,,,,,,,,,,,,"2,365.72",2,,"4,968.01",,,"9,200.00",,,,,,,,,,,,,,,
,Areionvet,Medicine & Supplements ,Medicine ,11831,PURCHASE,3454,2026-01-31,2026-01-30,"2,365.72","4,600.00","4,600.00","2,484.01","2,365.72",2,4,"4,968.01",E11831-9877,E11831-9877,"9,200.00",2028-11-30,2028-11-30,,,223,224,URBANPETS SERVICES PRIVATE LIMITED,,266,Areionvet,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Envurol RTU 500ml,,,,,,,,,,,,,228.00,13,,"3,112.20",,,"5,187.00",,,,,,,,,,,,,,,
,Hygiene,Medicine & Supplements ,Medicine ,2937,PURCHASE,3741,2026-04-13,2026-04-13,228.00,399.00,399.00,239.40,228.00,13,15,"3,112.20",E2937-3296,E2937-3296,"5,187.00",2028-10-31,2028-10-31,,,151,151,URBANPETS SERVICES PRIVATE LIMITED,,102,Hygiene,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
Enzyrem-Pro,,,,,,,,,,,,,128.57,20,,"2,699.97",,,"4,500.00",,,,,,,,,,,,,,,
,Assurem,Medicine & Supplements ,Medicine ,11961,PURCHASE,4076,2026-06-24,2026-06-24,128.57,225.00,225.00,135.00,128.57,20,40,"2,699.97",E11961-7096,E11961-7096,"4,500.00",2026-09-30,2026-09-30,,,79,79,URBANPETS SERVICES PRIVATE LIMITED,,328,Assurem,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
EP-Motu Pet Syrup 200ml,,,,,,,,,,,,,263.33,4,,"1,053.32",,,"1,580.00",,,,,,,,,,,,,,,
,EktekPharma,Medicine & Supplements ,Medicine ,11044,PURCHASE,3438,2026-01-30,2026-01-30,263.33,395.00,395.00,263.33,263.33,4,4,"1,053.32",E11044-9355,E11044-9355,"1,580.00",2026-02-28,2026-02-28,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,307,EktekPharma,Shreeji Pet Shop,,,Gujarat,Ahmedabad
EP-Mupicin Pet Cream USP 30gm,,,,,,,,,,,,,123.22,10,,"1,293.81",,,"2,156.30",,,,,,,,,,,,,,,
,other,Medicine & Supplements ,Medicine ,10966,PURCHASE,4027,2026-06-16,2026-06-16,123.22,215.63,215.63,129.38,123.22,10,51,"1,293.81",E10966-6421,E10966-6421,"2,156.30",2027-09-30,2027-09-30,,,87,87,URBANPETS SERVICES PRIVATE LIMITED,,255,other,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
Eyegel Pro eye drops 10 ml,,,,,,,,,,,,,192.87,10,,"2,025.14",,,"2,810.00",,,,,,,,,,,,,,,
,CORISE,Medicine & Supplements ,Medicine ,11813,PURCHASE,3454,2026-01-31,2026-01-30,192.87,281.00,281.00,202.51,192.87,10,10,"2,025.14",E11813-9867,E11813-9867,"2,810.00",2027-02-28,2027-02-28,,,223,224,URBANPETS SERVICES PRIVATE LIMITED,,56,CORISE,Shreeji Pet Shop,,,Gujarat,Ahmedabad
EZRA VEST HARNESS-SIZE M BLACK,,,,,,,,,,,,,605.93,1,,715.00,,,"1,300.00",,,,,,,,,,,,,,,
,EZRA,Walk Essentials,Harness ,8698,PURCHASE,3445,2026-01-30,2026-01-30,605.93,"1,300.00","1,300.00",715.00,605.93,1,1,715.00,E8698-9554,E8698-9554,"1,300.00",,,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,74,EZRA,Shreeji Pet Shop,,,Gujarat,Ahmedabad
EZRA VEST HARNESS-SIZE M GREEN,,,,,,,,,,,,,605.93,2,,"1,429.99",,,"2,600.00",,,,,,,,,,,,,,,
,EZRA,Walk Essentials,Harness ,8696,PURCHASE,3445,2026-01-30,2026-01-30,605.93,"1,300.00","1,300.00",715.00,605.93,2,3,"1,429.99",E8696-9551,E8696-9551,"2,600.00",,,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,74,EZRA,Shreeji Pet Shop,,,Gujarat,Ahmedabad
FELI D  KITTEN SUSPENSION 15 ML,,,,,,,,,,,,,227.06,55,,"5,148.99",,,"8,210.00",,,,,,,,,,,,,,,
,Areionvet,Medicine & Supplements ,Medicine ,3022,PURCHASE,3429,2026-01-30,2026-01-30,68.53,130.00,130.00,71.96,68.53,1,29,71.96,F3022-9142,F3022-9142,130.00,2027-01-31,2027-01-31,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,266,Areionvet,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Areionvet,Medicine & Supplements ,Medicine ,3022,TRANSFER-IN,4186,2026-01-30,2026-04-18,68.53,130.00,130.00,68.53,68.53,1,1,68.53,F3022-3611,F3022-3611,130.00,2027-01-31,2027-01-31,,,224,146,URBANPETS SERVICES PRIVATE LIMITED,,266,Areionvet,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Areionvet,Medicine & Supplements ,Medicine ,3022,PURCHASE,3971,2026-05-20,2026-05-20,90.00,150.00,150.00,94.50,90.00,53,60,"5,008.50",F3022-5862,F3022-5862,"7,950.00",2028-02-28,2028-02-28,,,114,114,URBANPETS SERVICES PRIVATE LIMITED,,266,Areionvet,AREION VET,,,Gujarat,Ahmedabad
Feli-D,,,,,,,,,,,,,24.00,309,,"7,786.80",,,"12,360.00",,,,,,,,,,,,,,,
,Medicines,Medicine & Supplements ,Medicine ,2984,PURCHASE,3971,2026-05-20,2026-05-20,24.00,40.00,40.00,25.20,24.00,309,360,"7,786.80",F2984-5861,F2984-5861,"12,360.00",2028-11-30,2028-11-30,,,114,114,URBANPETS SERVICES PRIVATE LIMITED,,132,Medicines,AREION VET,,,Gujarat,Ahmedabad
Feli-lax 50gm,,,,,,,,,,,,,323.46,30,,"9,703.80",,,"17,970.00",,,,,,,,,,,,,,,
,Areionvet,Medicine & Supplements ,Medicine ,10807,PURCHASE,4188,2026-07-10,2026-07-10,431.28,599.00,599.00,323.46,323.46,30,30,"9,703.80",F10807-8262,F10807-8262,"17,970.00",2028-03-31,2028-03-31,,,63,63,URBANPETS SERVICES PRIVATE LIMITED,,266,Areionvet,AREION VET,,,Gujarat,Ahmedabad
Felix gravy chicken adult 70 gm,,,,,,,,,,,,,34.59,18,,734.72,,,990.00,,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,11827,TRANSFER-IN,4774,2026-04-15,2026-07-14,37.29,55.00,55.00,40.82,34.59,18,24,734.72,F11827-8032,F11827-8032,990.00,2027-09-30,2027-09-30,,,149,59,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
Felix Gravy Mackeral Adult 70gm,,,,,,,,,,,,,32.22,6,,228.13,,,330.00,,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,11828,TRANSFER-IN,4854,2026-02-20,2026-07-27,37.29,55.00,55.00,38.02,32.22,6,12,228.13,F11828-8564,F11828-8564,330.00,2027-05-30,2027-05-30,,,203,46,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
Felix gravy salmon adult 70gm,,,,,,,,,,,,,32.89,18,,698.58,,,990.00,,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,11829,TRANSFER-IN,4774,2026-01-31,2026-07-14,32.89,55.00,55.00,38.81,32.89,18,24,698.58,F11829-8033,F11829-8033,990.00,2027-08-19,2027-08-19,,,223,59,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Felix gravy tuna adult 70gm,,,,,,,,,,,,,35.68,30,,631.48,,,"1,650.00",,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,11830,TRANSFER-IN,4774,2026-02-12,2026-07-14,38.70,55.00,55.00,21.05,17.84,18,24,378.89,F11830-8031,F11830-8031,990.00,2027-08-30,2027-08-30,,,211,59,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
,Felix ,Cat Food,Wet Food ,11830,TRANSFER-IN,4854,2026-02-12,2026-07-27,38.70,55.00,55.00,21.05,17.84,12,12,252.59,F11830-8563,F11830-8563,660.00,2027-08-30,2027-08-30,,,211,46,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
Felix jelly Chicken adult 85 g,,,,,,,,,,,,,33.46,24,,894.96,,,"1,320.00",,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,9824,TRANSFER-IN,5124,2026-07-17,2026-09-08,37.29,55.00,55.00,37.29,33.46,24,24,894.96,F9824-1003,F9824-1003,"1,320.00",2028-08-28,2028-08-28,,,56,3,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
Felix jelly mackerel adult 85gm,,,,,,,,,,,,,33.46,24,,894.96,,,"1,320.00",,,,,,,,,,,,,,,
,Felix ,Cat Food,Wet Food ,10389,TRANSFER-IN,5044,2026-07-17,2026-08-25,37.29,55.00,55.00,37.29,33.46,24,24,894.96,F10389-214,F10389-214,"1,320.00",2028-08-29,2028-08-29,,,56,17,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
felix jelly tuna adult 85gm,,,,,,,,,,,,,100.04,15,,555.32,,,825.00,,,,,,,,,,,,,,,
,Purina,Cat Food,Wet Food ,6657,TRANSFER-IN,4296,2026-01-30,2026-05-05,33.26,55.00,55.00,33.26,33.26,1,9,33.26,F6657-4342,F6657-4342,55.00,2027-05-15,2027-05-15,,,224,129,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Purina,Cat Food,Wet Food ,6657,TRANSFER-IN,5032,2026-08-20,2026-08-24,37.29,55.00,55.00,37.29,33.32,2,24,74.58,f6657-152,f6657-152,110.00,2028-03-31,2028-03-31,,,22,18,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
,Purina,Cat Food,Wet Food ,6657,TRANSFER-IN,5124,2026-07-17,2026-09-08,37.29,55.00,55.00,37.29,33.46,12,24,447.48,f6657-1002,f6657-1002,660.00,2028-12-31,2028-12-31,,,56,3,URBANPETS SERVICES PRIVATE LIMITED,,76,Felix ,AKSHAJ DISTRIBUTORS,,,Gujarat,Ahmedabad
Fenland 10% Oral Paste 15gm,,,,,,,,,,,,,96.17,18,,"1,817.63",,,"2,862.00",,,,,,,,,,,,,,,
,Veko,Grooming,Dental Care ,10707,PURCHASE,4306,2026-07-31,2026-07-31,109.03,159.00,159.00,100.98,96.17,18,20,"1,817.63",F10707-9674,F10707-9674,"2,862.00",2028-05-30,2028-05-30,,,42,42,URBANPETS SERVICES PRIVATE LIMITED,,285,Veko,VEKO CARE PRIVATE LIMITED,,,Gujarat,Ahmedabad
FEXORISE OD TABLET,,,,,,,,,,,,,8.82,10,,92.61,,,180.00,,,,,,,,,,,,,,,
,Manufacturer,Medicine & Supplements ,Medicine ,5984,PURCHASE,3436,2026-01-30,2026-01-30,8.82,18.00,18.00,9.26,8.82,10,10,92.61,F5984-9311,F5984-9311,180.00,2099-12-12,2099-12-12,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,1,Manufacturer,Shreeji Pet Shop,,,Gujarat,Ahmedabad
Fidele Weight Management 1.5 KG,,,,,,,,,,,,,"2,041.00",2,,"2,408.38",,,"3,600.00",,,,,,,,,,,,,,,
,Fidele,Dog Food,Prescription Food ,10810,PURCHASE,3628,2026-03-14,2026-03-14,993.06,"1,800.00","1,800.00","1,148.37",973.20,1,5,"1,148.37",F10810-1943,F10810-1943,"1,800.00",2026-12-30,2026-12-30,,,181,181,URBANPETS SERVICES PRIVATE LIMITED,,77,Fidele,Pari Enterprise,,,Gujarat,Ahmedabad
,Fidele,Dog Food,Prescription Food ,10810,PURCHASE,3994,2026-06-06,2026-06-06,"1,067.80","1,800.00","1,800.00","1,260.01","1,067.80",1,4,"1,260.01",F10810-7558,F10810-7558,"1,800.00",2027-07-30,2027-07-30,,,97,97,URBANPETS SERVICES PRIVATE LIMITED,,77,Fidele,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
fidele weight managment 1.5kg,,,,,,,,,,,,,"1,025.09",4,,"4,838.41",,,"7,200.00",,,,,,,,,,,,,,,
,Fidele,Dog Food,Dry Food ,12154,PURCHASE,4279,2026-07-20,2026-07-20,"1,067.80","1,800.00","1,800.00","1,209.60","1,025.09",4,4,"4,838.41",f12154-9681,f12154-9681,"7,200.00",2027-07-30,2027-07-30,,,53,53,URBANPETS SERVICES PRIVATE LIMITED,,77,Fidele,MAHIMA ENTERPRISE,,,Gujarat,Ahmedabad
Fido Munchy Sticks Chicken Flavour 1 KG,,,,,,,,,,,,,142.37,19,,"3,191.89",,,"5,320.00",,,,,,,,,,,,,,,
,Fido,"Treats, Biscuits & Chews ",Treats  ,10904,PURCHASE,4448,2026-09-08,2026-09-08,237.28,280.00,280.00,167.99,142.37,19,25,"3,191.89",F10904-1171,F10904-1171,"5,320.00",2027-10-30,2027-10-30,,,3,3,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
Fido Munchy Sticks Lamb Flavour 1 KG,,,,,,,,,,,,,284.74,11,,"1,847.93",,,"3,080.00",,,,,,,,,,,,,,,
,Fido,"Treats, Biscuits & Chews ",Treats  ,10905,PURCHASE,4448,2026-09-08,2026-09-08,237.28,280.00,280.00,167.99,142.37,10,10,"1,679.94",F10905-1172,F10905-1172,"2,800.00",2027-10-30,2027-10-30,,,3,3,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,10905,PURCHASE,4357,2026-08-19,2026-08-22,237.28,280.00,280.00,167.99,142.37,1,15,167.99,F10905-1072,F10905-1072,280.00,2027-10-01,2027-10-01,,,23,20,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
Fido Munchy Sticks Mint Flavour 1 KG,,,,,,,,,,,,,284.74,14,,"2,351.92",,,"3,920.00",,,,,,,,,,,,,,,
,Fido,"Treats, Biscuits & Chews ",Treats  ,10973,PURCHASE,4448,2026-09-08,2026-09-08,237.28,280.00,280.00,167.99,142.37,10,10,"1,679.94",F10973-1174,F10973-1174,"2,800.00",2027-10-30,2027-10-30,,,3,3,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,10973,PURCHASE,4259,2026-08-03,2026-08-03,237.28,280.00,280.00,167.99,142.37,4,20,671.98,F10973-9441,F10973-9441,"1,120.00",2027-10-30,2027-10-30,,,39,39,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
Fido Munchy Sticks Mix Flavour 1 KG,,,,,,,,,,,,,538.98,23,,"3,809.87",,,"6,380.00",,,,,,,,,,,,,,,
,Fido,"Treats, Biscuits & Chews ",Treats  ,11149,PURCHASE,4357,2026-08-19,2026-08-22,237.28,280.00,280.00,167.99,142.37,10,10,"1,679.94",F11149-1075,F11149-1075,"2,800.00",2027-10-01,2027-10-01,,,23,20,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,11149,PURCHASE,4259,2026-08-03,2026-08-03,237.28,280.00,280.00,167.99,142.37,10,10,"1,679.94",F11149-9443,F11149-9443,"2,800.00",2027-10-30,2027-10-30,,,39,39,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,11149,PURCHASE,4002,2026-06-08,2026-06-08,211.86,280.00,280.00,150.00,127.12,1,30,150.00,F11149-6062,F11149-6062,280.00,2027-08-30,2027-08-30,,,95,95,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,11149,PURCHASE,3565,2026-02-27,2026-02-27,211.86,250.00,250.00,150.00,127.12,2,10,299.99,F11149-1214,F11149-1214,500.00,2027-07-30,2027-07-30,,,196,196,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
Fido Munchy Sticks Natural Flavour 1 KG,,,,,,,,,,,,,284.74,17,,"2,855.90",,,"4,760.00",,,,,,,,,,,,,,,
,Fido,"Treats, Biscuits & Chews ",Treats  ,10906,PURCHASE,4448,2026-09-08,2026-09-08,237.28,280.00,280.00,167.99,142.37,10,10,"1,679.94",F10906-1173,F10906-1173,"2,800.00",2027-10-30,2027-10-30,,,3,3,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
,Fido,"Treats, Biscuits & Chews ",Treats  ,10906,PURCHASE,4357,2026-08-19,2026-08-22,237.28,280.00,280.00,167.99,142.37,7,15,"1,175.96",F10906-1074,F10906-1074,"1,960.00",2027-10-01,2027-10-01,,,23,20,URBANPETS SERVICES PRIVATE LIMITED,,301,Fido,Shreeji Enterprise,,,Gujarat,Ahmedabad
Fiprofort Spray 100 ml,,,,,,,,,,,,,384.91,10,,"2,125.38",,,"3,984.40",,,,,,,,,,,,,,,
,Sava Vet ,Medicine & Supplements ,Medicine ,7870,PURCHASE,3434,2026-01-30,2026-01-30,180.00,398.44,425.00,189.00,180.00,1,6,189.00,F7870-9265,F7870-9265,398.44,2027-07-30,2027-07-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,197,Sava Vet ,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Sava Vet ,Medicine & Supplements ,Medicine ,7870,PURCHASE,4029,2026-06-16,2026-06-16,273.21,398.44,398.44,215.15,204.91,9,30,"1,936.38",F7870-6485,F7870-6485,"3,585.96",2028-03-30,2028-03-30,,,87,87,URBANPETS SERVICES PRIVATE LIMITED,,197,Sava Vet ,SAVA HEALTHCARE LIMITED,,,Gujarat,Ahmedabad
Fiprofort Spray 250 ml,,,,,,,,,,,,,646.06,22,,"7,462.07",,,"15,515.73",,,,,,,,,,,,,,,
,Sava Vet ,Medicine & Supplements ,Medicine ,3160,PURCHASE,3432,2026-01-30,2026-01-30,323.03,750.00,750.00,339.18,323.03,1,6,339.18,S3160-9212,S3160-9212,750.00,2027-07-30,2027-07-30,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,197,Sava Vet ,Shreeji Pet Shop,,,Gujarat,Ahmedabad
,Sava Vet ,Medicine & Supplements ,Medicine ,3160,PURCHASE,4029,2026-06-16,2026-06-16,482.14,703.13,703.13,339.19,323.03,21,30,"7,122.89",S3160-6486,S3160-6486,"14,765.73",2028-02-28,2028-02-28,,,87,87,URBANPETS SERVICES PRIVATE LIMITED,,197,Sava Vet ,SAVA HEALTHCARE LIMITED,,,Gujarat,Ahmedabad
Firotall 57mg (1 STRIP),,,,,,,,,,,,,375.67,74,,"14,870.77",,,"26,290.00",,,,,,,,,,,,,,,
,UNITED BIOTECH,Medicine & Supplements ,Medicine ,3051,PURCHASE,3791,2026-04-22,2026-04-22,223.00,335.00,335.00,191.22,182.12,14,60,"2,677.12",F3051-3900,F3051-3900,"4,690.00",2028-01-31,2028-01-31,,,142,142,URBANPETS SERVICES PRIVATE LIMITED,,223,UNITED BIOTECH,Vivaldis Health and food pvt Ltd,,,Gujarat,Ahmedabad
,UNITED BIOTECH,Medicine & Supplements ,Medicine ,3051,PURCHASE,4409,2026-08-27,2026-08-27,237.00,360.00,360.00,203.23,193.55,60,60,"12,193.65",F3051-805,F3051-805,"21,600.00",2028-04-30,2028-04-30,,,15,15,URBANPETS SERVICES PRIVATE LIMITED,,223,UNITED BIOTECH,Vivaldis Health and food pvt Ltd,,,Gujarat,Ahmedabad
First Bark Chicken and Cod Roll 200gm,,,,,,,,,,,,,214.92,2,,507.21,,,"1,050.00",,,,,,,,,,,,,,,
,First Bark,"Treats, Biscuits & Chews ",Treats  ,11522,TRANSFER-IN,4821,2026-01-31,2026-07-21,214.92,525.00,525.00,253.61,214.92,2,3,507.21,F11522-8343,F11522-8343,"1,050.00",2027-03-14,2027-03-14,,,223,52,URBANPETS SERVICES PRIVATE LIMITED,,78,First Bark,Shreeji Pet Shop,,,Gujarat,Ahmedabad
First Bark Chicken and Cod Sandwich 350gm,,,,,,,,,,,,,368.14,2,,868.81,,,"1,798.00",,,,,,,,,,,,,,,
,First Bark,"Treats, Biscuits & Chews ",Treats  ,11528,PURCHASE,3449,2026-01-30,2026-01-30,368.14,899.00,899.00,434.41,368.14,2,3,868.81,F11528-9667,F11528-9667,"1,798.00",2027-02-23,2027-02-23,,,224,224,URBANPETS SERVICES PRIVATE LIMITED,,78,First Bark,Shreeji Pet Shop,,,Gujarat,Ahmedabad
First Bark Fruity Blast Banana Twist 225G,,,,,,,,,,,,,336.02,5,,857.50,,,"1,750.00",,,,,,,,,,,,,,,
,First Bark,"Treats, Biscuits & Chews ",Treats  ,7741,TRANSFER-IN,4682,2026-05-06,2026-06-29,171.50,350.00,350.00,171.50,167.95,2,3,343.00,F7741-7193,F7741-7193,700.00,2028-01-15,2028-01-15,,,128,74,URBANPETS SERVICES PRIVATE LIMITED,,78,First Bark,Sai International Pet Product Privet Limited,,,Gujarat,Ahmedabad
,First Bark,"Treats, Biscuits & Chews ",Treats  ,7741,TRANSFER-IN,5123,2026-08-18,2026-09-08,171.50,350.00,350.00,171.50,168.07,3,3,514.50,F7741-992,F7741-992,"1,050.00",2028-04-30,2028-04-30,,,24,3,URBANPETS SERVICES PRIVATE LIMITED,,78,First Bark,Sai International Pet Product Privet Limited,,,Gujarat,Ahmedabad
First Bark Fruity Blast Blueberry Zing 225G,,,,,,,,,,,,,336.14,5,,857.50,,,"1,750.00",,,,,,,,,,,,,,,
,First Bark,"Treats, Biscuits & Chews ",Treats  ,7742,TRANSFER-IN,5059,2026-08-18,2026-08-27,171.50,350.00,350.00,171.50,168.07,2,2,343.00,F7742-395,F7742-395,700.00,2028-06-30,2028-06-30,,,24,15,URBANPETS SERVICES PRIVATE LIMITED,,78,First Bark,Sai International Pet Product Privet Limited,,,Gujarat,Ahmedabad
